avg min between sent tnx,avg min between received tnx,time diff between first and last (mins),sent tnx,received tnx,number of created contracts,unique received from addresses,unique sent to addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total ether sent,total ether received,total ether sent contracts,total ether balance, total erc20 tnxs, erc20 total ether received, erc20 total ether sent, erc20 total ether sent contract, erc20 uniq sent addr, erc20 uniq rec addr, erc20 uniq sent addr.1, erc20 uniq rec contract addr, erc20 min val rec, erc20 max val rec, erc20 avg val rec, erc20 min val sent, erc20 max val sent, erc20 avg val sent, erc20 uniq sent token name, erc20 uniq rec token name
2570.59,3336.01,30572.7,8,3,0,2,4,0.1,40.0,16.7,0.1,40.0,18.634625,0.0,0.0,0.0,11,149.077,50.1,0.0,-98.977,1.0,600.0,0.0,0.0,0.0,1.0,0.0,1.0,600.0,600.0,600.0,0.0,0.0,0.0,0.0,1.0
